"課外運動時間" "短距離"
2.78154492668518 17.2832368270949
4.44119265565421 15.9613004655333
11.2361432708202 14.7514051939004
12.771088965793 13.9245583576647
11.5573736852084 13.5987168352227
13.8114736931391 14.0279129357227
5.76549923553912 15.337298090075
12.4499650456664 15.0374892205963
7.185576506831 14.5241717526681
7.00855723791541 15.7094926602452
6.35362791558371 16.0115024760906
12.3722093002115 14.0062489040585
4.04885864755369 15.3872614525601
5.85759119429391 15.5331395145051
5.81706558235225 14.5362203858164
8.53082052646242 14.8293758663214
2.90539090376709 15.2405932277114
8.28463028077757 14.6089459426668
9.85297718507036 15.6800176339399
11.2381986223029 14.5404589254255
3.73311036110975 15.1501523792688
9.47711490210106 14.9768124638468
7.94958304197994 15.274412518493
5.53395968343938 15.9929544532283
6.21026844418251 15.2443696092034
11.8099411285683 14.2986310434719
14.1470537633496 14.8641593675015
5.24965950008053 16.0890730820239
6.83386674092204 15.5157612307108
8.56775778328997 14.6774671547724
9.35405673570109 13.6533206139154
2.11931119641883 14.6924190966424
13.1879058280649 14.9349123360041
6.17751538427969 15.6422759023454
15.6525279842474 14.7738326242918
11.1797256895585 15.4622020262116
11.3495620863484 15.0395491055877
3.56558835008463 14.9038852605197
4.96206747414054 15.8765142062847
10.4677126690257 14.3686241989723
5.38940109148016 15.673067201975
11.9354056400313 14.0957795524288
7.32395659258514 15.6507524618061
5.72219951836937 14.8276265613878
14.2255637211794 13.7260134914757
6.64896186638923 15.5075783743453
7.07324143820903 14.6905777496373
6.39322884801737 14.9580489998335
8.46033997337901 14.8355669345012
13.0511499449703 14.9750336299391
10.5182455719532 15.009843248362
8.69909577221572 14.3838681500874
1.28134347766039 17.7024341713594
6.54285329886344 14.8646725862991
0.802502545373859 16.0047353949965
9.62016361415843 15.9730399898686
16.8703298289113 14.7335181524298
5.29534851239058 15.6464816670721
14.3921457093471 14.9808014623553
10.410626659999 15.1673276034006
9.84208657242239 14.9576171448338
8.37210760684894 15.1898186838656
11.2274761404735 14.3061258326084
3.64722404152592 15.3701827939989
7.23408257903592 15.1934652598561
4.18061355480039 15.7130310810441
6.10995603595808 15.5157067502754
4.35205158218935 15.0012260404039
8.20238622873693 14.768375757124
7.85277618526497 14.8840388408321
12.3743510318069 14.1998410163715
9.32007517671319 15.3598573996417
10.8614747943056 15.4414068633506
4.95690921450182 15.2268245837387
11.1466542426083 16.0708605753119
12.0331745037783 15.326415233459
7.4019839035642 16.8105086503225
10.982645954989 16.2002396309091
2.71547037118704 14.6529830908161
13.4121979710294 14.2947155544774
7.88817872581351 15.6904886765992
6.87755008382896 15.3410489801067
1.51254033183852 16.1521238829968
2.38848961274494 16.6043520430624
4.90306435954487 15.9771156144038
6.46216608039684 16.1369195756348
14.0652563344439 14.0103837620657
6.47368442795691 14.6755695753597
16.0197801890411 13
4.55537748511042 15.2893229294352
8.71810804620328 15.9848385466392
12.3094420376647 15.8400133298841
8.26844214845312 14.8732551623729
0 15.8388010835935
3.52752752393517 16.1551076525221
4.85939043211876 15.2749093931974
0 16.2730156121684
1.12500487726843 16.4693758801303
6.33578229581965 15.3853444151497
10.2906719117942 15.3215827093876
